4K频道,#genre#
CCTV6 电影,http://192.168.5.3:50101/TVOD/6000000001000004574/wasusyt/index.m3u8$8M1080_华数
CCTV6 电影,http://192.168.5.3:50101/TVOD/1000000001000001737/ystenlive/index.m3u8$8M1080_易视腾
CCTV6 电影,http://192.168.5.3:50101/TVOD/5000000004000008886/bestzb/index.m3u8$6.8M1080_百视通
CCTV6 电影,http://192.168.5.3:50101/TVOD/1000000005000265006/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
CCTV6 电影,http://192.168.5.3:50101/TVOD/5000000010000018433/bestzb/index.m3u8$4M1080_百视通
CCTV6 电影,http://192.168.5.3:50101/TVOD/1000000001000016466/ystenlive/index.m3u8$4M1080_易视腾
CCTV7 国防军事,http://192.168.5.3:50101/TVOD/6000000001000009055/wasusyt/index.m3u8$8M1080_华数
CCTV7 国防军事,http://192.168.5.3:50101/TVOD/1000000001000024341/ystenlive/index.m3u8$8M1080_易视腾
CCTV7 国防军事,http://192.168.5.3:50101/TVOD/5000000011000031104/bestzb/index.m3u8$6.8M1080_百视通
CCTV7 国防军事,http://192.168.5.3:50101/TVOD/1000000005000265007/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
CCTV7 国防军事,http://192.168.5.3:50101/TVOD/1000000001000017218/ystenlive/index.m3u8$4M1080_易视腾
CCTV7 国防军事,http://192.168.5.3:50101/TVOD/5000000005000026715/bestzb/index.m3u8$4M720_百视通
CCTV8 电视剧,http://192.168.5.3:50101/TVOD/6000000001000001070/wasusyt/index.m3u8$8M1080_华数
CCTV8 电视剧,http://192.168.5.3:50101/TVOD/1000000001000031433/ystenlive/index.m3u8$8M1080_易视腾
CCTV8 电视剧,http://192.168.5.3:50101/TVOD/5000000004000008888/bestzb/index.m3u8$6.8M1080_百视通
CCTV8 电视剧,http://192.168.5.3:50101/TVOD/1000000005000265008/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
CCTV8 电视剧,http://192.168.5.3:50101/TVOD/5000000010000018377/bestzb/index.m3u8$4M1080_百视通
CCTV8 电视剧,http://192.168.5.3:50101/TVOD/1000000001000003736/ystenlive/index.m3u8$4M1080_易视腾
CCTV9 记录,http://192.168.5.3:50101/TVOD/6000000001000032162/wasusyt/index.m3u8$8M1080_华数
CCTV9 记录,http://192.168.5.3:50101/TVOD/1000000001000014583/ystenlive/index.m3u8$8M1080_易视腾
CCTV9 记录,http://192.168.5.3:50101/TVOD/1000000005000265009/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
CCTV9 记录,http://192.168.5.3:50101/TVOD/5000000010000018384/bestzb/index.m3u8$4M1080_百视通
CCTV9 记录,http://192.168.5.3:50101/TVOD/1000000001000028286/ystenlive/index.m3u8$4M1080_易视腾
CCTV10 科教,http://192.168.5.3:50101/TVOD/5000000004000012827/bestzb/index.m3u8$8M1080_百视通
CCTV10 科教,http://192.168.5.3:50101/TVOD/6000000001000031506/wasusyt/index.m3u8$8M1080_华数
CCTV10 科教,http://192.168.5.3:50101/TVOD/1000000001000023734/ystenlive/index.m3u8$8M1080_易视腾
CCTV10 科教,http://192.168.5.3:50101/TVOD/1000000005000265010/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
CCTV10 科教,http://192.168.5.3:50101/TVOD/5000000010000016738/bestzb/index.m3u8$4M1080_百视通
CCTV10 科教,http://192.168.5.3:50101/TVOD/1000000001000026367/ystenlive/index.m3u8$4M1080_易视腾
CCTV11 戏曲,http://192.168.5.3:50101/TVOD/5000000011000031106/bestzb/index.m3u8$6.8M1080_百视通
CCTV11 戏曲,http://192.168.5.3:50101/TVOD/1000000005000265011/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
CCTV11 戏曲,http://192.168.5.3:50101/TVOD/5000000006000040011/bestzb/index.m3u8$4M1080_百视通
CCTV11 戏曲,http://192.168.5.3:50101/TVOD/1000000002000019789/ystenlive/index.m3u8$4M1080_易视腾
CCTV12 社会与法,http://192.168.5.3:50101/TVOD/6000000001000022586/wasusyt/index.m3u8$8M1080_华数
CCTV12 社会与法,http://192.168.5.3:50101/TVOD/1000000001000032494/ystenlive/index.m3u8$8M1080_易视腾
CCTV12 社会与法,http://192.168.5.3:50101/TVOD/5000000011000031107/bestzb/index.m3u8$6.8M1080_百视通
CCTV12 社会与法,http://192.168.5.3:50101/TVOD/1000000005000265012/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
CCTV12 社会与法,http://192.168.5.3:50101/TVOD/1000000001000001640/ystenlive/index.m3u8$4M1080_易视腾
CCTV12 社会与法,http://192.168.5.3:50101/TVOD/5000000006000040012/bestzb/index.m3u8$4M540_百视通
CCTV13 新闻,http://192.168.5.3:50101/TVOD/5000000011000031108/bestzb/index.m3u8$6.8M1080_百视通
CCTV13 新闻,http://192.168.5.3:50101/TVOD/5000000005000001827/bestzb/index.m3u8$4M1080_百视通
CCTV13 新闻,http://192.168.5.3:50101/TVOD/1000000002000021303/ystenlive/index.m3u8$4M1080_易视腾
CCTV14 少儿,http://192.168.5.3:50101/TVOD/5000000004000006673/bestzb/index.m3u8$8M1080_百视通
CCTV14 少儿,http://192.168.5.3:50101/TVOD/6000000001000013647/wasusyt/index.m3u8$8M1080_华数
CCTV14 少儿,http://192.168.5.3:50101/TVOD/1000000001000008170/ystenlive/index.m3u8$8M1080_易视腾
CCTV14 少儿,http://192.168.5.3:50101/TVOD/1000000005000265013/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
CCTV14 少儿,http://192.168.5.3:50101/TVOD/5000000010000023358/bestzb/index.m3u8$4M1080_百视通
CCTV14 少儿,http://192.168.5.3:50101/TVOD/1000000001000021349/ystenlive/index.m3u8$4M1080_易视腾
CCTV15 音乐,http://192.168.5.3:50101/TVOD/5000000011000031109/bestzb/index.m3u8$6.8M1080_百视通
CCTV15 音乐,http://192.168.5.3:50101/TVOD/1000000005000265014/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
CCTV15 音乐,http://192.168.5.3:50101/TVOD/1000000002000008163/ystenlive/index.m3u8$4M1080_易视腾
CCTV16 奥林匹克,http://192.168.5.3:50101/TVOD/1000000006000233002/ystenlive/index.m3u8$8M1080_易视腾
CCTV16 奥林匹克,http://192.168.5.3:50101/TVOD/5000000008000023253/bestzb/index.m3u8$6.8M1080_百视通
CCTV16 奥林匹克,http://192.168.5.3:50101/TVOD/1000000006000233001/ystenlive/index.m3u8$4M1080_易视腾
CCTV17 农业农村,http://192.168.5.3:50101/TVOD/1000000006000268004/ystenlive/index.m3u8$8M1080_易视腾
CCTV17 农业农村,http://192.168.5.3:50101/TVOD/1000000005000265015/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
CCTV17 农业农村,http://192.168.5.3:50101/TVOD/1000000005000056836/ystenlive/index.m3u8$4M1080_易视腾
卫视频道,#genre#
安徽卫视,http://192.168.5.3:50101/TVOD/6000000001000009954/wasusyt/index.m3u8$8M1080_华数
安徽卫视,http://192.168.5.3:50101/TVOD/1000000001000030159/ystenlive/index.m3u8$8M1080_易视腾
安徽卫视,http://192.168.5.3:50101/TVOD/5000000004000023002/bestzb/index.m3u8$7.5M1080_百视通
安徽卫视,http://192.168.5.3:50101/TVOD/1000000005000265025/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
安徽卫视,http://192.168.5.3:50101/TVOD/5000000001000027288/bestzb/index.m3u8$4M1080_百视通
安徽卫视,http://192.168.5.3:50101/TVOD/1000000001000020780/ystenlive/index.m3u8$4M1080_易视腾
北京纪实科教,http://192.168.5.3:50101/TVOD/1000000001000001910/ystenlive/index.m3u8$8M1080_易视腾
北京纪实科教,http://192.168.5.3:50101/TVOD/5000000011000031204/bestzb/index.m3u8$6.8M1080_百视通
北京纪实科教,http://192.168.5.3:50101/TVOD/2000000002000000065/hnbblive/index.m3u8$6.8M1080_湖南bblive
北京纪实科教,http://192.168.5.3:50101/TVOD/1000000005000265020/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
北京纪实科教,http://192.168.5.3:50101/TVOD/2000000003000000026/hnbblive/index.m3u8$4M1080_湖南bblive
北京纪实科教,http://192.168.5.3:50101/TVOD/1000000001000028380/ystenlive/index.m3u8$4M1080_易视腾
北京卡酷少儿,http://192.168.5.3:50101/TVOD/7851974109718180595/bestzb/index.m3u8$6.8M1080_百视通
北京卡酷少儿,http://192.168.5.3:50101/TVOD/1000000002000002413/ystenlive/index.m3u8$4M576_易视腾
北京卡酷少儿,http://192.168.5.3:50101/TVOD/6000000003000002709/wasusyt/index.m3u8$1.8M576_华数
北京卫视,http://192.168.5.3:50101/TVOD/6000000001000020451/wasusyt/index.m3u8$8M1080_华数
北京卫视,http://192.168.5.3:50101/TVOD/1000000001000021288/ystenlive/index.m3u8$8M1080_易视腾
北京卫视,http://192.168.5.3:50101/TVOD/5000000004000031556/bestzb/index.m3u8$7.5M1080_百视通
北京卫视,http://192.168.5.3:50101/TVOD/1000000005000265027/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
北京卫视,http://192.168.5.3:50101/TVOD/5000000010000011502/bestzb/index.m3u8$4M1080_百视通
北京卫视,http://192.168.5.3:50101/TVOD/1000000001000017156/ystenlive/index.m3u8$4M1080_易视腾
兵团卫视,http://192.168.5.3:50101/TVOD/1000000005000266005/ystenlive/index.m3u8$4M576_易视腾
兵团卫视,http://192.168.5.3:50101/TVOD/5000000006000040020/bestzb/index.m3u8$4M540_百视通
福建东南卫视,http://192.168.5.3:50101/TVOD/5000000004000010584/bestzb/index.m3u8$8M1080_百视通
福建东南卫视,http://192.168.5.3:50101/TVOD/1000000005000265033/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
福建东南卫视,http://192.168.5.3:50101/TVOD/5000000001000005829/bestzb/index.m3u8$4M1080_百视通
福建东南卫视,http://192.168.5.3:50101/TVOD/1000000002000009263/ystenlive/index.m3u8$4M1080_易视腾
甘肃卫视,http://192.168.5.3:50101/TVOD/5000000011000031121/bestzb/index.m3u8$6.8M1080_百视通
甘肃卫视,http://192.168.5.3:50101/TVOD/1000000002000017827/ystenlive/index.m3u8$4M1080_易视腾
甘肃卫视,http://192.168.5.3:50101/TVOD/5000000006000040021/bestzb/index.m3u8$4M540_百视通
广东大湾区卫视,http://192.168.5.3:50101/TVOD/2000000003000000045/hnbblive/index.m3u8$4M576_湖南bblive
广东大湾区卫视,http://192.168.5.3:50101/TVOD/1000000002000011619/ystenlive/index.m3u8$4M576_易视腾
广东嘉佳卡通,http://192.168.5.3:50101/TVOD/1000000002000025964/ystenlive/index.m3u8$4M576_易视腾
广东嘉佳卡通,http://192.168.5.3:50101/TVOD/6000000003000025508/wasusyt/index.m3u8$1.8M576_华数
广东卫视,http://192.168.5.3:50101/TVOD/5000000004000014694/bestzb/index.m3u8$8M1080_百视通
广东卫视,http://192.168.5.3:50101/TVOD/6000000001000031076/wasusyt/index.m3u8$8M1080_华数
广东卫视,http://192.168.5.3:50101/TVOD/1000000001000014176/ystenlive/index.m3u8$8M1080_易视腾
广东卫视,http://192.168.5.3:50101/TVOD/1000000005000265034/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
广东卫视,http://192.168.5.3:50101/TVOD/5000000010000030417/bestzb/index.m3u8$4M1080_百视通
广东卫视,http://192.168.5.3:50101/TVOD/1000000001000028357/ystenlive/index.m3u8$4M1080_易视腾
广东珠江,http://192.168.5.3:50101/TVOD/2000000003000000033/hnbblive/index.m3u8$2.5M720_湖南bblive
广东珠江,http://192.168.5.3:50101/TVOD/1000000004000011655/ystenlive/index.m3u8$2.5M720_易视腾
广西卫视,http://192.168.5.3:50101/TVOD/5000000011000031118/bestzb/index.m3u8$6.8M1080_百视通
广西卫视,http://192.168.5.3:50101/TVOD/1000000002000019837/ystenlive/index.m3u8$4M1080_易视腾
广西卫视,http://192.168.5.3:50101/TVOD/5000000006000040014/bestzb/index.m3u8$4M540_百视通
贵州卫视,http://192.168.5.3:50101/TVOD/5000000004000025843/bestzb/index.m3u8$8M1080_百视通
贵州卫视,http://192.168.5.3:50101/TVOD/1000000002000003169/ystenlive/index.m3u8$4M1080_易视腾
海南卫视,http://192.168.5.3:50101/TVOD/5000000004000006211/bestzb/index.m3u8$8M1080_百视通
海南卫视,http://192.168.5.3:50101/TVOD/1000000002000023773/ystenlive/index.m3u8$4M1080_易视腾
河北卫视,http://192.168.5.3:50101/TVOD/5000000006000040016/bestzb/index.m3u8$8M1080_百视通
河北卫视,http://192.168.5.3:50101/TVOD/1000000002000017118/ystenlive/index.m3u8$4M1080_易视腾
河南卫视,http://192.168.5.3:50101/TVOD/5000000011000031119/bestzb/index.m3u8$6.8M1080_百视通
河南卫视,http://192.168.5.3:50101/TVOD/1000000002000027731/ystenlive/index.m3u8$4M1080_易视腾
河南卫视,http://192.168.5.3:50101/TVOD/5000000005000017925/bestzb/index.m3u8$4M720_百视通
黑龙江卫视,http://192.168.5.3:50101/TVOD/6000000001000016510/wasusyt/index.m3u8$8M1080_华数
黑龙江卫视,http://192.168.5.3:50101/TVOD/1000000001000001925/ystenlive/index.m3u8$8M1080_易视腾
黑龙江卫视,http://192.168.5.3:50101/TVOD/5000000004000025203/bestzb/index.m3u8$6.8M1080_百视通
黑龙江卫视,http://192.168.5.3:50101/TVOD/1000000005000265029/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
黑龙江卫视,http://192.168.5.3:50101/TVOD/5000000010000031107/bestzb/index.m3u8$4M1080_百视通
黑龙江卫视,http://192.168.5.3:50101/TVOD/1000000001000009082/ystenlive/index.m3u8$4M1080_易视腾
湖北卫视,http://192.168.5.3:50101/TVOD/6000000001000015436/wasusyt/index.m3u8$8M1080_华数
湖北卫视,http://192.168.5.3:50101/TVOD/1000000001000024621/ystenlive/index.m3u8$8M1080_易视腾
湖北卫视,http://192.168.5.3:50101/TVOD/5000000004000014954/bestzb/index.m3u8$6.8M1080_百视通
湖北卫视,http://192.168.5.3:50101/TVOD/1000000005000265023/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
湖北卫视,http://192.168.5.3:50101/TVOD/5000000010000022140/bestzb/index.m3u8$4M1080_百视通
湖北卫视,http://192.168.5.3:50101/TVOD/1000000001000010355/ystenlive/index.m3u8$4M1080_易视腾
湖南茶频道,http://192.168.5.3:50101/TVOD/5000000011000031209/bestzb/index.m3u8$6.8M1080_百视通
湖南茶频道,http://192.168.5.3:50101/TVOD/2000000002000000070/hnbblive/index.m3u8$6.8M1080_湖南bblive
湖南金鹰纪实,http://192.168.5.3:50101/TVOD/5000000011000031203/bestzb/index.m3u8$6.8M1080_百视通
湖南金鹰纪实,http://192.168.5.3:50101/TVOD/1000000002000011724/ystenlive/index.m3u8$4M576_易视腾
湖南金鹰卡通,http://192.168.5.3:50101/TVOD/1000000002000016601/ystenlive/index.m3u8$4M576_易视腾
湖南金鹰卡通,http://192.168.5.3:50101/TVOD/5000000006000040024/bestzb/index.m3u8$4M540_百视通
湖南金鹰卡通,http://192.168.5.3:50101/TVOD/6000000003000016791/wasusyt/index.m3u8$1.8M576_华数
湖南快乐垂钓,http://192.168.5.3:50101/TVOD/5000000011000031206/bestzb/index.m3u8$6.8M1080_百视通
湖南快乐垂钓,http://192.168.5.3:50101/TVOD/2000000002000000067/hnbblive/index.m3u8$6.8M1080_湖南bblive
湖南卫视,http://192.168.5.3:50101/TVOD/5000000004000006692/bestzb/index.m3u8$8M1080_百视通
湖南卫视,http://192.168.5.3:50101/TVOD/6000000001000018044/wasusyt/index.m3u8$8M1080_华数
湖南卫视,http://192.168.5.3:50101/TVOD/1000000001000032695/ystenlive/index.m3u8$8M1080_易视腾
湖南卫视,http://192.168.5.3:50101/TVOD/1000000005000265024/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
湖南卫视,http://192.168.5.3:50101/TVOD/5000000010000030452/bestzb/index.m3u8$4M1080_百视通
湖南卫视,http://192.168.5.3:50101/TVOD/1000000001000009115/ystenlive/index.m3u8$4M1080_易视腾
吉林卫视,http://192.168.5.3:50101/TVOD/5000000011000031117/bestzb/index.m3u8$6.8M1080_百视通
吉林卫视,http://192.168.5.3:50101/TVOD/1000000002000027730/ystenlive/index.m3u8$4M1080_易视腾
吉林卫视,http://192.168.5.3:50101/TVOD/5000000006000040013/bestzb/index.m3u8$4M540_百视通
吉林延边卫视,http://192.168.5.3:50101/TVOD/2000000003000000049/hnbblive/index.m3u8$4M576_湖南bblive
吉林延边卫视,http://192.168.5.3:50101/TVOD/1000000005000266008/ystenlive/index.m3u8$4M576_易视腾
江苏卫视,http://192.168.5.3:50101/TVOD/6000000001000014861/wasusyt/index.m3u8$8M1080_华数
江苏卫视,http://192.168.5.3:50101/TVOD/1000000001000001828/ystenlive/index.m3u8$8M1080_易视腾
江苏卫视,http://192.168.5.3:50101/TVOD/5000000004000019351/bestzb/index.m3u8$7.5M1080_百视通
江苏卫视,http://192.168.5.3:50101/TVOD/1000000005000265030/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
江苏卫视,http://192.168.5.3:50101/TVOD/5000000010000018509/bestzb/index.m3u8$4M1080_百视通
江苏卫视,http://192.168.5.3:50101/TVOD/1000000001000004684/ystenlive/index.m3u8$4M1080_易视腾
江苏优漫卡通,http://192.168.5.3:50101/TVOD/1000000002000010063/ystenlive/index.m3u8$4M576_易视腾
江苏优漫卡通,http://192.168.5.3:50101/TVOD/6000000003000030492/wasusyt/index.m3u8$1.8M576_华数
江西卫视,http://192.168.5.3:50101/TVOD/1000000006000268001/ystenlive/index.m3u8$8M1080_易视腾
江西卫视,http://192.168.5.3:50101/TVOD/5000000004000011210/bestzb/index.m3u8$6.8M1080_百视通
江西卫视,http://192.168.5.3:50101/TVOD/1000000005000265032/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
江西卫视,http://192.168.5.3:50101/TVOD/5000000001000032154/bestzb/index.m3u8$4M1080_百视通
江西卫视,http://192.168.5.3:50101/TVOD/1000000001000013731/ystenlive/index.m3u8$4M1080_易视腾
辽宁卫视,http://192.168.5.3:50101/TVOD/5000000004000011671/bestzb/index.m3u8$8M1080_百视通
辽宁卫视,http://192.168.5.3:50101/TVOD/1000000001000001945/ystenlive/index.m3u8$8M1080_易视腾
辽宁卫视,http://192.168.5.3:50101/TVOD/1000000005000265022/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
辽宁卫视,http://192.168.5.3:50101/TVOD/5000000001000008940/bestzb/index.m3u8$4M1080_百视通
辽宁卫视,http://192.168.5.3:50101/TVOD/1000000002000024033/ystenlive/index.m3u8$4M1080_易视腾
内蒙古卫视,http://192.168.5.3:50101/TVOD/1000000002000014080/ystenlive/index.m3u8$4M576_易视腾
宁夏卫视,http://192.168.5.3:50101/TVOD/1000000002000031451/ystenlive/index.m3u8$4M576_易视腾
宁夏卫视,http://192.168.5.3:50101/TVOD/5000000006000040022/bestzb/index.m3u8$4M540_百视通
青海安多卫视,http://192.168.5.3:50101/TVOD/1000000005000266001/ystenlive/index.m3u8$4M576_易视腾
青海安多卫视,http://192.168.5.3:50101/TVOD/5000000006000022124/bestzb/index.m3u8$2.5M576_百视通
青海卫视,http://192.168.5.3:50101/TVOD/1000000002000013359/ystenlive/index.m3u8$4M1080_易视腾
青海卫视,http://192.168.5.3:50101/TVOD/5000000006000040015/bestzb/index.m3u8$4M540_百视通
厦门卫视,http://192.168.5.3:50101/TVOD/1000000005000266006/ystenlive/index.m3u8$4M576_易视腾
山东教育卫视,http://192.168.5.3:50101/TVOD/1000000002000004097/ystenlive/index.m3u8$4M576_易视腾
山东教育卫视,http://192.168.5.3:50101/TVOD/2000000003000000013/hnbblive/index.m3u8$1.5M576_湖南bblive
山东卫视,http://192.168.5.3:50101/TVOD/6000000001000004134/wasusyt/index.m3u8$8M1080_华数
山东卫视,http://192.168.5.3:50101/TVOD/1000000001000016568/ystenlive/index.m3u8$8M1080_易视腾
山东卫视,http://192.168.5.3:50101/TVOD/5000000004000020424/bestzb/index.m3u8$6.8M1080_百视通
山东卫视,http://192.168.5.3:50101/TVOD/1000000005000265019/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
山东卫视,http://192.168.5.3:50101/TVOD/5000000010000027763/bestzb/index.m3u8$4M1080_百视通
山东卫视,http://192.168.5.3:50101/TVOD/1000000001000012807/ystenlive/index.m3u8$4M1080_易视腾
山西卫视,http://192.168.5.3:50101/TVOD/1000000002000021220/ystenlive/index.m3u8$4M576_易视腾
山西卫视,http://192.168.5.3:50101/TVOD/5000000006000040023/bestzb/index.m3u8$4M540_百视通
陕西农林卫视,http://192.168.5.3:50101/TVOD/2000000003000000046/hnbblive/index.m3u8$4M576_湖南bblive
陕西农林卫视,http://192.168.5.3:50101/TVOD/1000000005000266003/ystenlive/index.m3u8$4M576_易视腾
陕西卫视,http://192.168.5.3:50101/TVOD/1000000002000007495/ystenlive/index.m3u8$4M576_易视腾
陕西卫视,http://192.168.5.3:50101/TVOD/5000000006000040017/bestzb/index.m3u8$4M540_百视通
上海ICS外语,http://192.168.5.3:50101/TVOD/5000000010000030951/bestzb/index.m3u8$4M1080_百视通
上海ICS外语,http://192.168.5.3:50101/TVOD/2000000002000000001/hnbblive/index.m3u8$2.5M720_湖南bblive
CGTN法语,http://192.168.5.3:50101/TVOD/1000000006000280003/ystenlive/index.m3u8$4M576_易视腾
CGTN记录,http://192.168.5.3:50101/TVOD/7114647837765104058/hnbblive/index.m3u8$8M1080_湖南bblive
CGTN西班牙语,http://192.168.5.3:50101/TVOD/1000000006000280002/ystenlive/index.m3u8$4M576_易视腾
HOT频道,#genre#
Hot风尚音乐,http://192.168.5.3:50101/TVOD/2000000004000000004/hnbblive/index.m3u8$2.5M720_湖南bblive
Hot风尚音乐,http://192.168.5.3:50101/TVOD/5529729098703832176/wasusyt/index.m3u8$2.5M720_华数
Hot精品剧场,http://192.168.5.3:50101/TVOD/2000000004000000002/hnbblive/index.m3u8$2.5M720_湖南bblive
Hot精品剧场,http://192.168.5.3:50101/TVOD/8230197131234717902/wasusyt/index.m3u8$2.5M720_华数
Hot欧美影院,http://192.168.5.3:50101/TVOD/2000000004000000005/hnbblive/index.m3u8$2.5M720_湖南bblive
Hot欧美影院,http://192.168.5.3:50101/TVOD/7185203501769528108/wasusyt/index.m3u8$2.5M720_华数
Hot亚洲影院,http://192.168.5.3:50101/TVOD/2000000004000000006/hnbblive/index.m3u8$2.5M720_湖南bblive
Hot亚洲影院,http://192.168.5.3:50101/TVOD/5841816227539527643/wasusyt/index.m3u8$2.5M720_华数
NewTV频道,#genre#
NewTV爱情喜剧,http://192.168.5.3:50101/TVOD/2000000003000000010/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV超级电视剧,http://192.168.5.3:50101/TVOD/1000000006000268003/ystenlive/index.m3u8$8M1080_易视腾
NewTV超级电视剧,http://192.168.5.3:50101/TVOD/2000000003000000032/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV超级电视剧,http://192.168.5.3:50101/TVOD/1000000001000008139/ystenlive/index.m3u8$4M1080_易视腾
NewTV超级电视剧,http://192.168.5.3:50101/TVOD/1000000004000024993/ystenlive/index.m3u8$4M1080_易视腾
NewTV超级电影,http://192.168.5.3:50101/TVOD/1000000003000012426/ystenlive/index.m3u8$8M1080_易视腾
